date,store_id,product_id,stock_quantity
2026-06-09,S003,P015,44
2026-06-09,S003,P016,33
2026-06-09,S003,P017,42
2026-06-09,S003,P018,93
2026-06-09,S003,P019,26
2026-06-09,S003,P020,125
2026-06-10,S001,P001,12
2026-06-10,S001,P002,59
2026-06-10,S001,P003,18
2026-06-10,S001,P004,47
2026-06-10,S001,P005,23
2026-06-10,S001,P006,37
2026-06-10,S001,P007,29
2026-06-10,S001,P008,70
2026-06-10,S001,P009,17
2026-06-10,S001,P010,22
2026-06-10,S001,P011,72
2026-06-10,S001,P012,30
2026-06-10,S001,P013,43
2026-06-10,S001,P014,12
2026-06-10,S001,P015,94
2026-06-10,S001,P016,52
2026-06-10,S001,P017,46
2026-06-10,S001,P018,112
2026-06-10,S001,P019,21
2026-06-10,S001,P020,89
2026-06-10,S002,P001,12
2026-06-10,S002,P002,39
2026-06-10,S002,P003,69
2026-06-10,S002,P004,80
2026-06-10,S002,P005,11
2026-06-10,S002,P006,67
2026-06-10,S002,P007,70
2026-06-10,S002,P008,27
2026-06-10,S002,P009,15
2026-06-10,S002,P010,39
2026-06-10,S002,P011,79
2026-06-10,S002,P012,37
2026-06-10,S002,P013,40
2026-06-10,S002,P014,15
2026-06-10,S002,P015,38
2026-06-10,S002,P016,78
2026-06-10,S002,P017,27
2026-06-10,S002,P018,89
2026-06-10,S002,P019,41
2026-06-10,S002,P020,120
2026-06-10,S003,P001,16
2026-06-10,S003,P002,40
2026-06-10,S003,P003,21
2026-06-10,S003,P004,64
2026-06-10,S003,P005,37
2026-06-10,S003,P006,61
2026-06-10,S003,P007,33
2026-06-10,S003,P008,62
2026-06-10,S003,P009,16
2026-06-10,S003,P010,39
2026-06-10,S003,P011,70
2026-06-10,S003,P012,29
2026-06-10,S003,P013,18
2026-06-10,S003,P014,11
2026-06-10,S003,P015,43
2026-06-10,S003,P016,31
2026-06-10,S003,P017,36
2026-06-10,S003,P018,87
2026-06-10,S003,P019,25
2026-06-10,S003,P020,123
2026-06-11,S001,P001,22
2026-06-11,S001,P002,55
2026-06-11,S001,P003,15
2026-06-11,S001,P004,40
2026-06-11,S001,P005,15
2026-06-11,S001,P006,30
2026-06-11,S001,P007,25
2026-06-11,S001,P008,70
2026-06-11,S001,P009,16
2026-06-11,S001,P010,15
2026-06-11,S001,P011,65
2026-06-11,S001,P012,25
2026-06-11,S001,P013,39
2026-06-11,S001,P014,19
2026-06-11,S001,P015,89
2026-06-11,S001,P016,48
2026-06-11,S001,P017,46
2026-06-11,S001,P018,108
2026-06-11,S001,P019,19
2026-06-11,S001,P020,85
2026-06-11,S002,P001,7
2026-06-11,S002,P002,32
2026-06-11,S002,P003,64
2026-06-11,S002,P004,76
2026-06-11,S002,P005,56
2026-06-11,S002,P006,67
2026-06-11,S002,P007,64
2026-06-11,S002,P008,24
2026-06-11,S002,P009,13
2026-06-11,S002,P010,38
2026-06-11,S002,P011,78
2026-06-11,S002,P012,35
2026-06-11,S002,P013,33
2026-06-11,S002,P014,18
2026-06-11,S002,P015,33
2026-06-11,S002,P016,71
2026-06-11,S002,P017,24
2026-06-11,S002,P018,82
2026-06-11,S002,P019,41
2026-06-11,S002,P020,119
2026-06-11,S003,P001,12
2026-06-11,S003,P002,38
2026-06-11,S003,P003,20
2026-06-11,S003,P004,58
2026-06-11,S003,P005,32
2026-06-11,S003,P006,57
2026-06-11,S003,P007,27
2026-06-11,S003,P008,56
2026-06-11,S003,P009,16
2026-06-11,S003,P010,37
2026-06-11,S003,P011,66
2026-06-11,S003,P012,28
2026-06-11,S003,P013,10
2026-06-11,S003,P014,22
2026-06-11,S003,P015,39
2026-06-11,S003,P016,27
2026-06-11,S003,P017,33
2026-06-11,S003,P018,87
2026-06-11,S003,P019,20
2026-06-11,S003,P020,116
2026-06-12,S001,P001,14
2026-06-12,S001,P002,51
2026-06-12,S001,P003,13
2026-06-12,S001,P004,36
2026-06-12,S001,P005,10
2026-06-12,S001,P006,28
2026-06-12,S001,P007,21
2026-06-12,S001,P008,66
2026-06-12,S001,P009,16
2026-06-12,S001,P010,47
2026-06-12,S001,P011,65
2026-06-12,S001,P012,19
2026-06-12,S001,P013,33
2026-06-12,S001,P014,15
2026-06-12,S001,P015,82
2026-06-12,S001,P016,43
2026-06-12,S001,P017,45
2026-06-12,S001,P018,105
2026-06-12,S001,P019,16
2026-06-12,S001,P020,85
2026-06-12,S002,P001,5
2026-06-12,S002,P002,28
2026-06-12,S002,P003,57
2026-06-12,S002,P004,70
2026-06-12,S002,P005,46
2026-06-12,S002,P006,60
2026-06-12,S002,P007,64
2026-06-12,S002,P008,19
2026-06-12,S002,P009,18
2026-06-12,S002,P010,33
2026-06-12,S002,P011,71
2026-06-12,S002,P012,33
2026-06-12,S002,P013,21
2026-06-12,S002,P014,15
2026-06-12,S002,P015,31
2026-06-12,S002,P016,65
2026-06-12,S002,P017,20
2026-06-12,S002,P018,76
2026-06-12,S002,P019,41
2026-06-12,S002,P020,118
2026-06-12,S003,P001,7
2026-06-12,S003,P002,35
2026-06-12,S003,P003,15
2026-06-12,S003,P004,54
2026-06-12,S003,P005,24
2026-06-12,S003,P006,50
2026-06-12,S003,P007,20
2026-06-12,S003,P008,56
2026-06-12,S003,P009,14
2026-06-12,S003,P010,35
2026-06-12,S003,P011,61
2026-06-12,S003,P012,22
2026-06-12,S003,P013,45
2026-06-12,S003,P014,15
2026-06-12,S003,P015,36
2026-06-12,S003,P016,21
2026-06-12,S003,P017,31
2026-06-12,S003,P018,81
2026-06-12,S003,P019,19
2026-06-12,S003,P020,115
2026-06-13,S001,P001,13
2026-06-13,S001,P002,50
2026-06-13,S001,P003,45
2026-06-13,S001,P004,34
2026-06-13,S001,P005,46
2026-06-13,S001,P006,25
2026-06-13,S001,P007,15
2026-06-13,S001,P008,62
2026-06-13,S001,P009,11
2026-06-13,S001,P010,42
2026-06-13,S001,P011,64
2026-06-13,S001,P012,14
2026-06-13,S001,P013,24
2026-06-13,S001,P014,21
2026-06-13,S001,P015,75
2026-06-13,S001,P016,39
2026-06-13,S001,P017,38
2026-06-13,S001,P018,103
2026-06-13,S001,P019,14
2026-06-13,S001,P020,79
2026-06-13,S002,P001,12
2026-06-13,S002,P002,23
2026-06-13,S002,P003,50
2026-06-13,S002,P004,68
2026-06-13,S002,P005,40
2026-06-13,S002,P006,54
2026-06-13,S002,P007,58
2026-06-13,S002,P008,13
2026-06-13,S002,P009,15
2026-06-13,S002,P010,33
2026-06-13,S002,P011,68
2026-06-13,S002,P012,31
2026-06-13,S002,P013,15
2026-06-13,S002,P014,15
2026-06-13,S002,P015,26
2026-06-13,S002,P016,62
2026-06-13,S002,P017,18
2026-06-13,S002,P018,69
2026-06-13,S002,P019,40
2026-06-13,S002,P020,113
2026-06-13,S003,P001,15
2026-06-13,S003,P002,32
2026-06-13,S003,P003,13
2026-06-13,S003,P004,47
2026-06-13,S003,P005,16
2026-06-13,S003,P006,48
2026-06-13,S003,P007,13
2026-06-13,S003,P008,53
2026-06-13,S003,P009,16
2026-06-13,S003,P010,31
2026-06-13,S003,P011,60
2026-06-13,S003,P012,22
2026-06-13,S003,P013,37
2026-06-13,S003,P014,16
2026-06-13,S003,P015,29
2026-06-13,S003,P016,18
2026-06-13,S003,P017,29
2026-06-13,S003,P018,74
2026-06-13,S003,P019,18
2026-06-13,S003,P020,110
2026-06-14,S001,P001,20
2026-06-14,S001,P002,49
2026-06-14,S001,P003,45
2026-06-14,S001,P004,34
2026-06-14,S001,P005,35
2026-06-14,S001,P006,19
2026-06-14,S001,P007,14
2026-06-14,S001,P008,56
2026-06-14,S001,P009,20
2026-06-14,S001,P010,41
2026-06-14,S001,P011,64
2026-06-14,S001,P012,62
2026-06-14,S001,P013,20
2026-06-14,S001,P014,15
2026-06-14,S001,P015,75
2026-06-14,S001,P016,34
2026-06-14,S001,P017,32
2026-06-14,S001,P018,96
2026-06-14,S001,P019,40
2026-06-14,S001,P020,78
2026-06-14,S002,P001,20
2026-06-14,S002,P002,22
2026-06-14,S002,P003,48
2026-06-14,S002,P004,63
2026-06-14,S002,P005,30
2026-06-14,S002,P006,52
2026-06-14,S002,P007,55
2026-06-14,S002,P008,44
2026-06-14,S002,P009,11
2026-06-14,S002,P010,32
2026-06-14,S002,P011,63
2026-06-14,S002,P012,30
2026-06-14,S002,P013,43
2026-06-14,S002,P014,11
2026-06-14,S002,P015,21
2026-06-14,S002,P016,58
2026-06-14,S002,P017,11
2026-06-14,S002,P018,64
2026-06-14,S002,P019,33
2026-06-14,S002,P020,109
2026-06-14,S003,P001,16
2026-06-14,S003,P002,30
2026-06-14,S003,P003,35
2026-06-14,S003,P004,44
2026-06-14,S003,P005,50
2026-06-14,S003,P006,44
2026-06-14,S003,P007,11
2026-06-14,S003,P008,49
2026-06-14,S003,P009,21
2026-06-14,S003,P010,27
2026-06-14,S003,P011,58
2026-06-14,S003,P012,20
2026-06-14,S003,P013,31
2026-06-14,S003,P014,10
2026-06-14,S003,P015,25
2026-06-14,S003,P016,15
2026-06-14,S003,P017,29
2026-06-14,S003,P018,71
2026-06-14,S003,P019,14
2026-06-14,S003,P020,108
2026-06-15,S001,P001,16
2026-06-15,S001,P002,44
2026-06-15,S001,P003,39
2026-06-15,S001,P004,27
2026-06-15,S001,P005,29
2026-06-15,S001,P006,17
2026-06-15,S001,P007,67
2026-06-15,S001,P008,51
2026-06-15,S001,P009,14
2026-06-15,S001,P010,34
2026-06-15,S001,P011,62
2026-06-15,S001,P012,55
2026-06-15,S001,P013,13
2026-06-15,S001,P014,14
2026-06-15,S001,P015,74
2026-06-15,S001,P016,29
2026-06-15,S001,P017,29
2026-06-15,S001,P018,92
2026-06-15,S001,P019,37
2026-06-15,S001,P020,75
2026-06-15,S002,P001,14
2026-06-15,S002,P002,21
2026-06-15,S002,P003,45
2026-06-15,S002,P004,58
2026-06-15,S002,P005,18
2026-06-15,S002,P006,52
2026-06-15,S002,P007,52
2026-06-15,S002,P008,41
2026-06-15,S002,P009,21
2026-06-15,S002,P010,32
2026-06-15,S002,P011,57
2026-06-15,S002,P012,29
2026-06-15,S002,P013,36
2026-06-15,S002,P014,20
2026-06-15,S002,P015,20
2026-06-15,S002,P016,58
2026-06-15,S002,P017,62
2026-06-15,S002,P018,61
2026-06-15,S002,P019,30
2026-06-15,S002,P020,105
2026-06-15,S003,P001,11
2026-06-15,S003,P002,27
2026-06-15,S003,P003,28
2026-06-15,S003,P004,42
2026-06-15,S003,P005,46
2026-06-15,S003,P006,40
2026-06-15,S003,P007,10
2026-06-15,S003,P008,46
2026-06-15,S003,P009,20
2026-06-15,S003,P010,25
2026-06-15,S003,P011,54
2026-06-15,S003,P012,20
2026-06-15,S003,P013,25
2026-06-15,S003,P014,21
2026-06-15,S003,P015,18
2026-06-15,S003,P016,39
2026-06-15,S003,P017,29
2026-06-15,S003,P018,66
2026-06-15,S003,P019,13
2026-06-15,S003,P020,105
2026-06-16,S001,P001,19
2026-06-16,S001,P002,43
2026-06-16,S001,P003,32
2026-06-16,S001,P004,24
2026-06-16,S001,P005,25
2026-06-16,S001,P006,10
2026-06-16,S001,P007,63
2026-06-16,S001,P008,51
2026-06-16,S001,P009,14
2026-06-16,S001,P010,27
2026-06-16,S001,P011,59
2026-06-16,S001,P012,48
2026-06-16,S001,P013,60
2026-06-16,S001,P014,10
2026-06-16,S001,P015,67
2026-06-16,S001,P016,27
2026-06-16,S001,P017,24
2026-06-16,S001,P018,85
2026-06-16,S001,P019,33
2026-06-16,S001,P020,71
2026-06-16,S002,P001,17
2026-06-16,S002,P002,17
2026-06-16,S002,P003,41
2026-06-16,S002,P004,51
2026-06-16,S002,P005,14
2026-06-16,S002,P006,45
2026-06-16,S002,P007,52
2026-06-16,S002,P008,36
2026-06-16,S002,P009,14
2026-06-16,S002,P010,25
2026-06-16,S002,P011,55
2026-06-16,S002,P012,27
2026-06-16,S002,P013,30
2026-06-16,S002,P014,16
2026-06-16,S002,P015,19
2026-06-16,S002,P016,51
2026-06-16,S002,P017,57
2026-06-16,S002,P018,59
2026-06-16,S002,P019,27
2026-06-16,S002,P020,104
2026-06-16,S003,P001,14
2026-06-16,S003,P002,23
2026-06-16,S003,P003,23
2026-06-16,S003,P004,35
2026-06-16,S003,P005,41
2026-06-16,S003,P006,37
2026-06-16,S003,P007,53
2026-06-16,S003,P008,44
2026-06-16,S003,P009,17
2026-06-16,S003,P010,19
2026-06-16,S003,P011,52
2026-06-16,S003,P012,18
2026-06-16,S003,P013,19
2026-06-16,S003,P014,14
2026-06-16,S003,P015,12
2026-06-16,S003,P016,35
2026-06-16,S003,P017,26
2026-06-16,S003,P018,62
2026-06-16,S003,P019,50
2026-06-16,S003,P020,100
2026-06-17,S001,P001,13
2026-06-17,S001,P002,38
2026-06-17,S001,P003,27
2026-06-17,S001,P004,19
2026-06-17,S001,P005,14
2026-06-17,S001,P006,54
2026-06-17,S001,P007,57
2026-06-17,S001,P008,51
2026-06-17,S001,P009,13
2026-06-17,S001,P010,21
2026-06-17,S001,P011,54
2026-06-17,S001,P012,46
2026-06-17,S001,P013,49
2026-06-17,S001,P014,10
2026-06-17,S001,P015,64
2026-06-17,S001,P016,24
2026-06-17,S001,P017,20
2026-06-17,S001,P018,81
2026-06-17,S001,P019,28
2026-06-17,S001,P020,71
2026-06-17,S002,P001,18
2026-06-17,S002,P002,12
2026-06-17,S002,P003,38
2026-06-17,S002,P004,48
2026-06-17,S002,P005,34
2026-06-17,S002,P006,44
2026-06-17,S002,P007,49
2026-06-17,S002,P008,34
2026-06-17,S002,P009,21
2026-06-17,S002,P010,18
2026-06-17,S002,P011,55
2026-06-17,S002,P012,21
2026-06-17,S002,P013,20
2026-06-17,S002,P014,12
2026-06-17,S002,P015,13
2026-06-17,S002,P016,51
2026-06-17,S002,P017,56
2026-06-17,S002,P018,59
2026-06-17,S002,P019,22
2026-06-17,S002,P020,100
2026-06-17,S003,P001,13
2026-06-17,S003,P002,22
2026-06-17,S003,P003,16
2026-06-17,S003,P004,33
2026-06-17,S003,P005,36
2026-06-17,S003,P006,31
2026-06-17,S003,P007,51
2026-06-17,S003,P008,42
2026-06-17,S003,P009,13
2026-06-17,S003,P010,16
2026-06-17,S003,P011,51
2026-06-17,S003,P012,11
2026-06-17,S003,P013,12
2026-06-17,S003,P014,10
2026-06-17,S003,P015,34
2026-06-17,S003,P016,33
2026-06-17,S003,P017,25
2026-06-17,S003,P018,57
2026-06-17,S003,P019,45
2026-06-17,S003,P020,93
2026-06-18,S001,P001,17
2026-06-18,S001,P002,31
2026-06-18,S001,P003,24
2026-06-18,S001,P004,12
2026-06-18,S001,P005,42
2026-06-18,S001,P006,50
2026-06-18,S001,P007,53
2026-06-18,S001,P008,51
2026-06-18,S001,P009,11
2026-06-18,S001,P010,20
2026-06-18,S001,P011,48
2026-06-18,S001,P012,40
2026-06-18,S001,P013,38
2026-06-18,S001,P014,10
2026-06-18,S001,P015,64
2026-06-18,S001,P016,19
2026-06-18,S001,P017,20
2026-06-18,S001,P018,75
2026-06-18,S001,P019,28
2026-06-18,S001,P020,66
2026-06-18,S002,P001,21
2026-06-18,S002,P002,36
2026-06-18,S002,P003,37
2026-06-18,S002,P004,47
2026-06-18,S002,P005,30
2026-06-18,S002,P006,43
2026-06-18,S002,P007,42
2026-06-18,S002,P008,31
2026-06-18,S002,P009,20
2026-06-18,S002,P010,12
2026-06-18,S002,P011,51
2026-06-18,S002,P012,14
2026-06-18,S002,P013,10
2026-06-18,S002,P014,13
2026-06-18,S002,P015,11
2026-06-18,S002,P016,46
2026-06-18,S002,P017,49
2026-06-18,S002,P018,53
2026-06-18,S002,P019,22
2026-06-18,S002,P020,94
2026-06-18,S003,P001,21
2026-06-18,S003,P002,16
2026-06-18,S003,P003,16
2026-06-18,S003,P004,33
2026-06-18,S003,P005,29
2026-06-18,S003,P006,25
2026-06-18,S003,P007,49
2026-06-18,S003,P008,38
2026-06-18,S003,P009,10
2026-06-18,S003,P010,11
2026-06-18,S003,P011,44
2026-06-18,S003,P012,55
2026-06-18,S003,P013,41
2026-06-18,S003,P014,16
2026-06-18,S003,P015,32
2026-06-18,S003,P016,32
2026-06-18,S003,P017,25
2026-06-18,S003,P018,57
2026-06-18,S003,P019,43
2026-06-18,S003,P020,88
2026-06-19,S001,P001,12
2026-06-19,S001,P002,26
2026-06-19,S001,P003,21
2026-06-19,S001,P004,46
2026-06-19,S001,P005,35
2026-06-19,S001,P006,44
2026-06-19,S001,P007,49
2026-06-19,S001,P008,48
2026-06-19,S001,P009,18
2026-06-19,S001,P010,20
2026-06-19,S001,P011,46
2026-06-19,S001,P012,33
2026-06-19,S001,P013,32
2026-06-19,S001,P014,10
2026-06-19,S001,P015,57
2026-06-19,S001,P016,16
2026-06-19,S001,P017,14
2026-06-19,S001,P018,75
2026-06-19,S001,P019,21
2026-06-19,S001,P020,59
2026-06-19,S002,P001,12
2026-06-19,S002,P002,33
2026-06-19,S002,P003,31
2026-06-19,S002,P004,46
2026-06-19,S002,P005,26
2026-06-19,S002,P006,42
2026-06-19,S002,P007,40
2026-06-19,S002,P008,28
2026-06-19,S002,P009,19
2026-06-19,S002,P010,52
2026-06-19,S002,P011,46
2026-06-19,S002,P012,45
2026-06-19,S002,P013,62
2026-06-19,S002,P014,20
2026-06-19,S002,P015,64
2026-06-19,S002,P016,45
2026-06-19,S002,P017,42
2026-06-19,S002,P018,53
2026-06-19,S002,P019,22
2026-06-19,S002,P020,88
2026-06-19,S003,P001,10
2026-06-19,S003,P002,15
2026-06-19,S003,P003,11
2026-06-19,S003,P004,28
2026-06-19,S003,P005,23
2026-06-19,S003,P006,19
2026-06-19,S003,P007,45
2026-06-19,S003,P008,35
2026-06-19,S003,P009,24
2026-06-19,S003,P010,60
2026-06-19,S003,P011,44
2026-06-19,S003,P012,51
2026-06-19,S003,P013,34
2026-06-19,S003,P014,14
2026-06-19,S003,P015,29
2026-06-19,S003,P016,30
2026-06-19,S003,P017,25
2026-06-19,S003,P018,55
2026-06-19,S003,P019,41
2026-06-19,S003,P020,86
2026-06-20,S001,P001,8
2026-06-20,S001,P002,23
2026-06-20,S001,P003,17
2026-06-20,S001,P004,41
2026-06-20,S001,P005,26
2026-06-20,S001,P006,38
2026-06-20,S001,P007,47
2026-06-20,S001,P008,46
2026-06-20,S001,P009,16
2026-06-20,S001,P010,18
2026-06-20,S001,P011,41
2026-06-20,S001,P012,32
2026-06-20,S001,P013,28
2026-06-20,S001,P014,11
2026-06-20,S001,P015,53
2026-06-20,S001,P016,10
2026-06-20,S001,P017,50
2026-06-20,S001,P018,70
2026-06-20,S001,P019,21
2026-06-20,S001,P020,59
2026-06-20,S002,P001,17
2026-06-20,S002,P002,33
2026-06-20,S002,P003,29
2026-06-20,S002,P004,40
2026-06-20,S002,P005,21
2026-06-20,S002,P006,40
2026-06-20,S002,P007,38
2026-06-20,S002,P008,27
2026-06-20,S002,P009,19
2026-06-20,S002,P010,47
2026-06-20,S002,P011,43
2026-06-20,S002,P012,44
2026-06-20,S002,P013,54
2026-06-20,S002,P014,19
2026-06-20,S002,P015,57
2026-06-20,S002,P016,38
2026-06-20,S002,P017,36
2026-06-20,S002,P018,46
2026-06-20,S002,P019,20
2026-06-20,S002,P020,88
2026-06-20,S003,P001,13
2026-06-20,S003,P002,11
2026-06-20,S003,P003,54
2026-06-20,S003,P004,23
2026-06-20,S003,P005,17
2026-06-20,S003,P006,12
2026-06-20,S003,P007,42
2026-06-20,S003,P008,33
2026-06-20,S003,P009,21
2026-06-20,S003,P010,58
2026-06-20,S003,P011,42
2026-06-20,S003,P012,48
2026-06-20,S003,P013,31
2026-06-20,S003,P014,17
2026-06-20,S003,P015,28
2026-06-20,S003,P016,27
2026-06-20,S003,P017,22
2026-06-20,S003,P018,51
2026-06-20,S003,P019,39
2026-06-20,S003,P020,82
2026-06-21,S001,P001,13
2026-06-21,S001,P002,19
2026-06-21,S001,P003,15
2026-06-21,S001,P004,36
2026-06-21,S001,P005,16
2026-06-21,S001,P006,36
2026-06-21,S001,P007,47
2026-06-21,S001,P008,40
2026-06-21,S001,P009,16
2026-06-21,S001,P010,15
2026-06-21,S001,P011,39
2026-06-21,S001,P012,32
2026-06-21,S001,P013,24
2026-06-21,S001,P014,15
2026-06-21,S001,P015,47
2026-06-21,S001,P016,30
2026-06-21,S001,P017,43
2026-06-21,S001,P018,63
2026-06-21,S001,P019,16
2026-06-21,S001,P020,56
2026-06-21,S002,P001,14
2026-06-21,S002,P002,26
2026-06-21,S002,P003,25
2026-06-21,S002,P004,33
2026-06-21,S002,P005,16
2026-06-21,S002,P006,35
2026-06-21,S002,P007,33
2026-06-21,S002,P008,25
2026-06-21,S002,P009,15
2026-06-21,S002,P010,42
2026-06-21,S002,P011,36
2026-06-21,S002,P012,37
2026-06-21,S002,P013,49
2026-06-21,S002,P014,15
2026-06-21,S002,P015,56
2026-06-21,S002,P016,33
2026-06-21,S002,P017,30
2026-06-21,S002,P018,46
2026-06-21,S002,P019,18
2026-06-21,S002,P020,87
2026-06-21,S003,P001,11
2026-06-21,S003,P002,10
2026-06-21,S003,P003,50
2026-06-21,S003,P004,21
2026-06-21,S003,P005,61
2026-06-21,S003,P006,66
2026-06-21,S003,P007,41
2026-06-21,S003,P008,31
2026-06-21,S003,P009,15
2026-06-21,S003,P010,55
2026-06-21,S003,P011,40
2026-06-21,S003,P012,45
2026-06-21,S003,P013,28
2026-06-21,S003,P014,12
2026-06-21,S003,P015,26
2026-06-21,S003,P016,27
2026-06-21,S003,P017,17
2026-06-21,S003,P018,48
2026-06-21,S003,P019,37
2026-06-21,S003,P020,77
2026-06-22,S001,P001,24
2026-06-22,S001,P002,17
2026-06-22,S001,P003,12
2026-06-22,S001,P004,34
2026-06-22,S001,P005,49
2026-06-22,S001,P006,36
2026-06-22,S001,P007,41
2026-06-22,S001,P008,36
2026-06-22,S001,P009,10
2026-06-22,S001,P010,64
2026-06-22,S001,P011,32
2026-06-22,S001,P012,27
2026-06-22,S001,P013,18
2026-06-22,S001,P014,15
2026-06-22,S001,P015,46
2026-06-22,S001,P016,26
2026-06-22,S001,P017,39
2026-06-22,S001,P018,60
2026-06-22,S001,P019,15
2026-06-22,S001,P020,56
2026-06-22,S002,P001,12
2026-06-22,S002,P002,19
2026-06-22,S002,P003,23
2026-06-22,S002,P004,30
2026-06-22,S002,P005,58
2026-06-22,S002,P006,29
2026-06-22,S002,P007,30
2026-06-22,S002,P008,22
2026-06-22,S002,P009,10
2026-06-22,S002,P010,41
2026-06-22,S002,P011,33
2026-06-22,S002,P012,33
2026-06-22,S002,P013,42
2026-06-22,S002,P014,14
2026-06-22,S002,P015,54
2026-06-22,S002,P016,30
2026-06-22,S002,P017,23
2026-06-22,S002,P018,44
2026-06-22,S002,P019,14
2026-06-22,S002,P020,82
2026-06-22,S003,P001,22
2026-06-22,S003,P002,64
2026-06-22,S003,P003,49
2026-06-22,S003,P004,14
2026-06-22,S003,P005,53
2026-06-22,S003,P006,62
2026-06-22,S003,P007,40
2026-06-22,S003,P008,24
2026-06-22,S003,P009,13
2026-06-22,S003,P010,54
2026-06-22,S003,P011,35
2026-06-22,S003,P012,41
2026-06-22,S003,P013,23
2026-06-22,S003,P014,14
2026-06-22,S003,P015,19
2026-06-22,S003,P016,21
2026-06-22,S003,P017,15
2026-06-22,S003,P018,41
2026-06-22,S003,P019,33
2026-06-22,S003,P020,74
2026-06-23,S001,P001,21
2026-06-23,S001,P002,12
2026-06-23,S001,P003,65
2026-06-23,S001,P004,28
2026-06-23,S001,P005,41
2026-06-23,S001,P006,35
2026-06-23,S001,P007,37
2026-06-23,S001,P008,32
2026-06-23,S001,P009,21
2026-06-23,S001,P010,59
2026-06-23,S001,P011,26
2026-06-23,S001,P012,23
2026-06-23,S001,P013,11
2026-06-23,S001,P014,15
2026-06-23,S001,P015,45
2026-06-23,S001,P016,19
2026-06-23,S001,P017,36
2026-06-23,S001,P018,53
2026-06-23,S001,P019,12
2026-06-23,S001,P020,50
2026-06-23,S002,P001,18
2026-06-23,S002,P002,13
2026-06-23,S002,P003,17
2026-06-23,S002,P004,30
2026-06-23,S002,P005,55
2026-06-23,S002,P006,28
2026-06-23,S002,P007,29
2026-06-23,S002,P008,19
2026-06-23,S002,P009,19
2026-06-23,S002,P010,35
2026-06-23,S002,P011,27
